Words,X,Y,Group,Value,Model
specimens,2.8022432,-3.4846208,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
required,3.6983883,-0.032669432,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
changes,4.896551,1.104425,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rt-lamp,3.9761677,6.7200193,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acid,1.3013581,8.051358,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therefore,5.046917,-3.1765852,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
world,11.369647,-0.8564328,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hospitalized,5.982857,-3.4597514,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gastrointestinal,-0.7629579,3.5789592,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multiple,6.1928797,-6.2893305,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complications,-3.761276,-5.791101,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symptomatic,3.5958104,-6.1035767,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dose,3.7249713,-5.1345334,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
considered,3.8922777,6.089672,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
controls,2.8014772,-3.469482,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thus,8.21226,-0.4396846,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
previously,4.249592,1.9691647,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cancer,-0.9144096,-3.2143745,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
persons,5.3043237,-5.2836866,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treated,6.7782955,-0.42337775,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
effect,5.308697,4.311219,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
markers,1.0045683,-0.08454682,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elevated,12.735842,-3.5017352,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
less,4.1479287,-0.7319268,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
still,3.8797495,-1.7321144,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
describe,5.3665733,-0.5947486,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
addition,2.9494653,-0.60012937,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plasma,3.9153123,-2.9823472,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
states,9.059268,-2.0183895,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vs,2.298202,-7.589299,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
moreover,9.49759,-2.2596495,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
whether,9.242041,-2.0504854,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presented,4.594624,4.713902,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
target,7.224606,6.879291,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
key,6.1484885,-9.377182,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nasopharyngeal,2.1960073,-4.3141418,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
followed,7.5963755,3.8019402,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
value,3.1931639,-1.5528631,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
future,7.292393,-3.1372256,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
develop,10.271553,-1.6716641,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
detect,8.133502,6.463688,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
especially,8.535631,-2.6395862,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ems,-2.0227377,-1.2623609,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recently,4.4362454,4.210132,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
known,3.7720308,-6.147384,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
characteristics,3.9540646,0.8142977,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swab,2.5759213,0.48330998,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emergency,10.584782,-4.767618,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collected,3.19164,-2.6953511,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infectious,6.05972,-3.4193487,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
understanding,5.4802217,1.0340149,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
literature,8.559809,-7.834418,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
might,8.034286,-0.36626184,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demonstrated,10.607756,1.607929,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
even,6.746689,-0.19101483,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
course,9.523159,-0.7611697,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rt-qpcr,2.568907,-2.4221592,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
currently,4.6107116,0.8748469,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
show,3.933117,-9.19681,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
real-time,1.9343206,-7.058261,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phase,8.465308,-7.8855042,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evaluation,5.658952,2.4784212,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
weeks,10.331861,1.3169761,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccinated,7.399395,-8.637379,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
long-term,9.830779,-0.98171383,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
screening,3.7015014,4.727716,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pregnant,-5.806353,5.3499255,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
remains,9.21297,-1.2314354,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eutopic,-0.45663157,-9.211196,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mis-a,-6.8682055,9.137957,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
outbreak,6.3804955,-6.41369,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
single,2.5119343,-1.1947694,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mortality,5.8999104,-9.07869,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sensitive,8.938683,4.91722,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prevent,4.503152,-0.671844,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
second,4.5448503,4.734856,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
effectiveness,3.705128,-5.196507,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
causes,2.686547,3.9649932,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ml,4.8242965,-4.5442195,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
design,4.169405,6.2716346,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
challenges,6.182285,-0.42008573,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
better,5.6206083,1.2610493,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
condition,10.569477,4.7977104,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
needed,6.622264,1.8066336,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quality,4.099209,0.6642586,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
people,10.060916,-2.7663906,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
despite,3.06087,-8.184874,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiac,9.991441,-0.12279581,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
load,2.9076898,-1.2333701,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serological,3.7576208,-0.11468477,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genome,6.3346806,2.9533746,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mutations,6.320197,3.0650344,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
increase,12.841916,-1.7426053,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stromal,-4.4897904,-0.8752266,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mechanisms,-2.8787973,4.4888177,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cdc,5.6960106,-5.38724,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symptom,4.2532353,-3.54923,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
affected,9.437396,-2.6827781,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therapeutic,3.381032,10.777635,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
involvement,-2.9612749,-3.7306888,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treatments,-9.098956,0.0976937,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overall,5.041485,5.706948,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
possible,10.686802,5.0543633,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rates,7.5566187,-6.49203,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imaging,1.2271646,-10.484418,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tissues,-7.9237223,-3.2134004,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
million,10.025443,-2.821698,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discuss,11.33179,-2.3385856,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
protection,6.275174,-1.0517524,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
onset,3.610198,0.52685624,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
december,6.997488,3.4605925,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
median,2.1521473,-4.3772216,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
help,6.6213984,-0.76062125,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aged,3.6472425,-5.3033977,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lesion,10.810001,-8.309338,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
uterine,-8.31508,-1.5691203,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
information,8.114847,-0.75041085,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evaluate,5.348231,2.0887244,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysfunction,11.2879095,2.2038107,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
approximately,7.2222767,-7.349287,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
previous,10.102222,-0.5501006,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
underlying,6.4233055,-9.013654,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
per,3.3632886,-11.036798,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stage,9.901816,-3.6773183,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progression,6.587236,3.8131008,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ongoing,8.107625,0.9841907,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
drug,8.570427,-0.13033041,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therapies,-0.33813202,1.2485464,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
systems,8.865364,-1.5205346,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
50,5.4004054,-0.49474066,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trials,8.4587555,-7.864286,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
support,8.500709,3.4038887,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
importance,7.091188,-2.0279114,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
populations,6.6371465,0.69266135,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
knowledge,11.951855,4.545995,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amplification,3.1133156,-0.21767972,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
activity,10.728321,1.5176047,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
20,8.742097,-7.269204,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genetic,6.1256256,8.040381,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
variant,8.802028,-2.234524,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conducted,9.770716,-8.255977,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adenomyosis,0.57211053,-7.3955846,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transcription,4.790383,5.2433677,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ct,6.042526,-4.373167,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
likely,1.3349704,-7.81773,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
day,3.2228732,-1.3944455,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reproductive,-3.6975162,3.6549706,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peritoneal,-0.44505098,-10.77194,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promising,5.8566566,5.251772,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
include,13.439034,1.4878966,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
essential,4.247901,1.2484738,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
become,8.733977,1.330551,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adult,4.8898497,-1.1051829,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cause,4.038492,-7.638221,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
normal,-9.337324,-2.7869744,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
investigate,5.1160374,-4.0687923,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collection,7.0474515,-10.492249,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diagnostics,5.6024737,8.029226,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
obtained,3.498882,3.3624122,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presenting,-6.1170526,-7.5318294,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
epithelial,-5.901417,-0.09437218,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
type,2.127547,-4.2657266,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
values,1.3481469,-9.558937,85,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
measures,9.0673275,-4.069761,85,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
criteria,6.649682,8.356034,85,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cohort,5.43641,-1.1981707,85,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signs,1.5734233,3.8315096,85,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ecmo,-9.748615,2.2300866,86,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
remain,3.8097901,-7.474742,86,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distinct,6.1530614,-6.248112,86,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
death,8.47892,-6.658588,86,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
determine,10.312218,4.74794,86,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
monitoring,6.3760877,4.050522,87,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cytokine,-4.702721,0.22407936,87,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
induced,7.6523576,-1.8758001,87,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
follow-up,6.3460336,-4.565798,87,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emerging,5.313625,-1.862544,87,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathways,-3.1298127,2.9687135,88,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swabs,3.3457167,7.4426146,88,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
et,7.905841,7.765854,88,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
approaches,7.4178395,-3.0163045,88,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hospitalization,3.7198732,-5.4153686,88,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aimed,7.423511,-0.6876286,89,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
either,4.98918,7.5624967,89,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fluid,2.5754056,-1.1744566,89,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vitro,7.180795,0.88768166,89,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
status,4.056956,-3.7382607,89,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
range,3.427746,-1.4675624,90,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
published,8.747602,-7.605981,90,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reduce,3.9787426,-9.259305,90,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
process,2.3091803,-6.2162743,90,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
epidemic,4.9269953,-4.081726,90,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regarding,10.242133,5.516306,91,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
differences,7.74091,-5.8932166,91,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deep,1.2491374,1.7414949,91,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
implemented,2.9619746,-9.442887,91,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rapidly,7.4787097,-2.9852703,91,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
settings,9.873324,-4.6910553,92,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deaths,6.026394,-9.327555,92,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
via,7.0380316,-4.9075255,92,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bnt162b2,11.177563,-0.8754212,92,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clear,5.3444934,-6.2044206,92,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mass,5.2484,4.1358123,93,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
versus,5.291868,-5.182497,93,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
growth,7.381666,0.70352805,93,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
article,8.2990265,-0.5580165,93,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furthermore,8.573316,-0.78194773,93,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stress,-8.237836,-1.6148071,94,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
four,10.793198,-8.34011,94,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
local,7.402213,0.26425216,94,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
