Words,X,Y,Z,Group,Value,Model
pregnancy,0.015664756,2.3518255,7.381023,46,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nucleic,1.0016305,-6.4765368,-3.497805,46,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surgical,-2.8690352,4.6769204,-5.345174,47,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunity,4.8282275,-3.9360049,5.402459,47,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
limited,3.650997,-4.168676,7.0975065,47,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adolescents,-6.89607,-3.9007144,3.8379405,47,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diagnosed,2.0779617,-6.48167,2.6645973,47,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sample,6.4051685,-0.5931908,1.1366829,48,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reduced,-3.3947625,0.87076247,6.3932614,48,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prevention,-5.5975738,-5.0494294,-0.44120294,48,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therapy,-4.4175477,-1.079874,7.9572606,48,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
months,-6.293627,1.7950761,3.7080998,48,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
countries,-0.7322989,-7.2989125,2.0434632,49,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
detected,-3.6969345,-6.6666183,-1.080768,49,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
revealed,-5.1951036,-3.7264988,3.5555615,49,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proteins,0.8287802,-3.6109204,7.9591765,49,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
identify,2.1914632,-1.2814971,3.1749334,49,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
polymerase,-6.8667617,-2.0850747,-1.1401615,50,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
30,-2.6382477,0.54895544,4.1415486,50,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
100,4.283819,-2.4456496,0.86343765,50,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serum,-0.4714259,-5.156531,7.7152557,50,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
related,-7.1597953,-4.8173532,1.5186576,50,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
14,1.9539963,-3.9688673,1.0677372,51,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
receptor,-1.9031905,-2.6478963,8.921546,51,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
impact,1.5252562,-2.8803098,4.191173,51,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spike,0.8027306,-3.6279535,7.970141,51,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
initial,-3.7065654,-2.7926707,2.9083755,51,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
healthy,-7.069145,-0.90249944,0.9553692,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
analyzed,-5.4960027,-5.2756996,1.3294722,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suggest,0.738245,-1.647472,2.9677963,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
specimens,3.4256928,-3.320703,-0.3456549,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
required,-3.032323,-1.7403287,2.5954914,52,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
changes,0.04112898,-2.7524383,2.8817372,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rt-lamp,-5.5404983,-0.00040600076,3.0860674,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acid,1.0016226,-6.4765854,-3.4977572,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therefore,6.4873557,-2.165445,3.161856,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
world,-3.1248758,-5.5354605,6.979767,53,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hospitalized,-2.4215682,-5.181895,2.191137,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gastrointestinal,-0.8149795,-1.3260256,-1.7455947,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multiple,2.7111096,-5.1678915,3.4516912,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complications,-2.0879872,0.0022818865,-3.900615,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symptomatic,-6.414858,-4.258651,0.18623069,54,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dose,-1.0294436,-6.2827873,-1.3483158,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
considered,-5.62058,0.0698964,3.2670426,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
controls,3.4805896,-3.2969244,-0.2950465,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thus,-1.3341366,-2.6660612,5.2476254,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
previously,-5.148384,-2.676769,1.1936021,55,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cancer,-0.79534984,4.154453,-2.4144356,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
persons,-0.5056776,-6.014889,0.54198897,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treated,-4.4136925,-4.3923206,2.6606426,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
effect,4.832254,1.0236735,4.729253,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
markers,6.430632,-0.41592744,-2.2238321,56,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elevated,-0.4452593,-5.136484,7.7129545,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
less,0.7979188,-4.7783833,0.33431357,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
still,3.1449533,-0.67403567,3.4313414,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
describe,-7.401987,-3.6761377,0.7605034,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
addition,-1.8858695,-3.5686426,0.6334965,57,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plasma,-1.221556,-4.9630756,-0.18948445,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
states,-4.149543,-5.1342697,4.0291634,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vs,1.3124988,-6.052022,-2.1632988,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
moreover,-2.6186702,-6.252307,4.4443207,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
whether,-2.6364353,-5.9584327,4.1861567,58,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presented,-7.087822,-0.8760435,1.0553926,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
target,1.2771724,1.3651952,6.979676,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
key,-0.4208871,-8.890752,1.6327158,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nasopharyngeal,-5.944874,-2.4386914,-2.3020766,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
followed,-5.403048,-1.2564712,4.870489,59,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
value,6.3298473,-1.4370118,0.5194523,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
future,5.4608383,-2.1886559,4.273091,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
develop,1.323053,-4.9476085,5.6084905,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
detect,1.4176756,0.57335556,7.3292317,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
especially,-2.4576912,-3.413088,5.2456274,60,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ems,1.416873,4.0909677,-2.6816285,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recently,-1.6079699,0.43388742,5.4884686,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
known,-5.0992513,-3.0612319,1.4597161,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
characteristics,-4.199887,-0.6878875,2.2121522,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swab,-5.698331,-2.2968695,-0.91613823,61,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emergency,-0.6172171,-7.077074,4.8169346,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collected,2.7462091,-3.2752616,0.35063708,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infectious,-2.5834482,-5.1552167,2.1167614,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
understanding,0.08085199,-2.172931,4.34608,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
literature,-3.319103,-7.444322,1.7302096,62,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
might,-0.5209663,-2.6789196,5.1963067,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demonstrated,-4.9299426,-3.3181813,6.1985807,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
even,-4.5478063,-4.407445,2.648378,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
course,-4.913964,-4.451528,3.8353174,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rt-qpcr,-3.9652302,-1.0093675,1.9630276,63,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
currently,5.194068,-0.95927835,3.777222,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
show,2.9640265,-4.9481363,1.1694715,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
real-time,-4.6830482,-3.5008037,-1.7128481,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phase,-4.415737,-7.7483582,1.0924917,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evaluation,-6.5703783,-1.7083448,2.6972635,64,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
weeks,-4.868951,-3.505062,5.8106837,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccinated,1.1014353,-8.7336645,2.5450368,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
long-term,0.41592577,-5.859351,5.7741256,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
screening,5.9028244,1.5534515,2.9226146,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pregnant,3.7068865,2.0738428,-5.7362633,65,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
remains,0.9524636,-1.8798119,6.2054567,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eutopic,3.5684013,6.03013,-5.213162,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mis-a,-2.1712866,4.637373,-6.8579316,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
outbreak,2.6395614,-5.415977,3.4862738,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
single,3.9705863,-3.8511739,-2.3739176,66,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mortality,-0.672787,-8.181483,1.1125872,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sensitive,3.4851236,-0.64022636,8.0876,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prevent,5.2027626,-0.74934345,3.6375206,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
second,-7.0799675,-0.8497972,0.9225123,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
effectiveness,-0.99845594,-6.3102303,-1.3608742,67,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
causes,-2.4112606,-0.5146374,3.6314805,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ml,-1.7877502,-5.09391,0.9641664,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
design,0.80831826,0.84170985,4.702058,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
challenges,4.8257384,-1.2060674,5.825803,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
better,-0.12287154,-2.1316788,4.1948376,68,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
condition,-2.3338027,-1.0548011,7.995593,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
needed,-5.7015333,-1.8391839,2.8841796,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quality,2.6948645,-0.9769564,3.6311543,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
people,0.48483527,-3.6390662,6.560702,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
despite,0.4677977,-5.150071,1.2585571,69,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiac,-5.286796,-3.8663864,3.9248273,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
load,6.513772,-1.8962216,0.7803175,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serological,-2.855689,-1.7342705,2.629477,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genome,-5.3246126,-0.5678988,5.073866,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mutations,-5.303863,-0.6863303,5.078505,70,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
increase,1.4075775,-3.106821,7.4612103,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stromal,-0.017173355,2.1132388,-4.1626143,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mechanisms,-2.1940854,2.9013093,-3.0217862,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cdc,-6.147817,-6.4161124,0.1447281,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symptom,-4.7880263,-6.121862,0.1497002,71,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
affected,-2.9650247,-4.863464,4.6699347,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therapeutic,-1.4147576,5.363568,5.2021313,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
involvement,-0.024268957,-0.13880062,-3.5810761,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
treatments,-5.631055,0.30886474,-4.1636577,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overall,4.1992483,-2.0835984,2.0501995,72,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
possible,-2.6424775,-0.94634795,8.259694,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rates,-0.09081,-6.8763905,2.366061,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imaging,-4.6125655,-5.4346952,-2.6469302,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tissues,-0.5644702,3.1073833,-1.8749793,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
million,0.80548984,-3.9558463,6.4529743,73,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discuss,-0.25617534,-3.0022085,7.2466154,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
protection,-3.6690645,-4.2470922,2.049357,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
onset,3.662849,-3.0105581,0.5245413,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
december,-0.24159731,-0.84765875,6.383668,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
median,-4.5938463,-3.3436658,-3.6929674,74,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
help,3.0326865,-2.8283267,4.8903465,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aged,-0.8470868,-6.3965435,-1.447335,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lesion,-3.552416,-8.867795,2.5623488,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
uterine,-4.8655863,0.3883418,-4.2362084,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
information,-0.3415638,-1.5212066,6.1124954,75,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evaluate,-4.8544307,-1.3207587,3.435711,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysfunction,-7.1484785,-3.8982506,3.846878,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
approximately,-0.79819214,-6.402684,3.0850778,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
previous,-5.1451592,-3.8989444,4.07046,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
underlying,-0.96575695,-8.330698,1.0778826,76,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
per,0.7527551,-8.055724,-0.3790565,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stage,-0.8833906,-5.8615627,4.667609,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progression,-0.13707556,0.68187106,6.105727,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ongoing,5.260968,-1.3194231,1.7371227,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
drug,-2.2601213,-4.515636,3.8827493,77,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
therapies,0.78271395,-3.3200858,-0.639217,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
systems,1.3471361,-3.3613112,5.5204616,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
50,4.6365566,-2.5443697,2.7903304,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trials,-4.3613205,-7.7316694,1.1301591,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
support,-2.598266,-1.2501724,6.2834167,78,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
importance,1.1666814,-3.9519749,3.277509,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
populations,0.28677952,-3.3025863,4.314004,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
knowledge,0.3786625,-1.3540608,9.942203,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amplification,4.3882303,-0.84728396,1.1231865,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
activity,-4.92522,-3.3432233,6.1996474,79,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
20,-3.0433478,-6.7787237,2.646829,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genetic,-6.248059,1.863281,3.687676,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
variant,-4.3060904,-5.508536,3.926603,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conducted,-2.325445,-7.9650493,2.798974,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adenomyosis,-2.438772,7.9996333,-1.6193038,80,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transcription,-3.7089777,1.9824353,4.437434,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ct,-3.793003,-2.6425142,2.8946147,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
likely,3.5705175,-5.2490087,-1.9526125,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
day,1.712513,-4.00363,1.0790411,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reproductive,3.2401433,3.743856,-7.3273273,81,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peritoneal,-5.135526,3.9829955,-3.32052,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promising,-1.9236482,1.135534,6.260504,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
include,-2.4233258,-2.9972603,8.189211,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
essential,-4.5097857,-0.46329027,2.0376792,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
become,-3.4555664,-2.9087133,5.5909343,82,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adult,-0.79109454,-3.0538304,2.3747017,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cause,-5.6029625,-5.048328,-0.39284682,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
normal,-0.5115041,8.013967,0.35535127,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
investigate,6.5367336,-1.9511678,3.1832106,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
collection,6.0682,-5.663465,2.383465,83,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diagnostics,-5.912081,2.2646425,3.611765,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
obtained,-1.73718,-2.656294,1.5740542,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
presenting,2.2433739,1.6999701,-7.7380843,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
epithelial,-2.3719158,2.5171406,-1.2210298,84,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
